n_hid: 100, cpu: False, inp_scaling: 1.0, rho: 1.0, leaky: 0.9, regul: 1e-06, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: svd, valid: 0.00037, test: 0.00037
n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35465, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35465, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


 ##################################################################### 
Mean NRMSE 1.354133915901184,    std 2.3092165605097328e-06
 ##################################################################### 
n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


 ##################################################################### 
Mean NRMSE 1.3541339039802551,    std 2.2726493672012335e-06
 ##################################################################### 
n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35465, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


 ##################################################################### 
Mean NRMSE 1.3541344046592712,    std 1.6842294112446415e-06
 ##################################################################### 
n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: False, show_result: False, test_trials: 1, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 0.0
**************


 ##################################################################### 
Mean NRMSE 0.0,    std 0.0
 ##################################################################### 
n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35414
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


 ##################################################################### 
Mean NRMSE 1.3541342735290527,    std 2.5490726176354733e-06
 ##################################################################### 
n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


n_hid: 256, cpu: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, regul: 0.0, lag: 1, use_test: True, show_result: False, test_trials: 10, bias_scaling: None, avoid_rescal_effective: True, solver: None, valid: 1.35464, test: 1.35413
**************


