,t,x,y,z
45,0.45,-12.82492223159483,-16.34553009136642,43.394063960817945
46,0.46,-13.176983017571988,-14.207798059195888,44.33319044442248
47,0.47000000000000003,-13.280064521734378,-11.913498347514688,45.02313117000238
48,0.48,-13.143407904312408,-9.533680561043749,45.40463460614802
49,0.49,-12.782435169985542,-7.150781634892159,45.446894874416195
50,0.5,-12.219269816476203,-4.849135792045456,45.14902170439242
51,0.51,-11.482256414033127,-2.7051592011792263,44.53757677847264
52,0.52,-10.604546692747737,-0.7792206387956062,43.66052138026725
53,0.53,-9.622014087352524,0.8892988696905326,42.5788736266074
54,0.54,-8.570882791648218,2.283187155123113,41.35786853404424
55,0.55,-7.485475796971085,3.405242539087272,40.0593027448235
56,0.56,-6.396403963365249,4.273886301943632,38.73615606553666
57,0.5700000000000001,-5.329374936834361,4.917875351013262,37.42981687098177
58,0.58,-4.304649908049599,5.371246894414609,36.169596404707264
59,0.59,-3.337060227803178,5.669206949593717,34.97386045941354
60,0.6,-2.4364335100634884,5.845236803831361,33.8520393301491
61,0.61,-1.6082664786740035,5.929365483054895,32.806902973114006
62,0.62,-0.8545032825011136,5.947379637403323,31.836692229702262
63,0.63,-0.17431499051067,5.920690502071561,30.936893216019122
64,0.64,0.43518555874755305,5.866603042181658,30.101588745838427
65,0.65,0.9783273070909635,5.798791201033689,29.324410321844688
66,0.66,1.460373696485236,5.727846221186814,28.5991572043964
67,0.67,1.887120948955394,5.661817824761345,27.920160971868498
68,0.68,2.264590636535989,5.606706305539043,27.282468696214767
69,0.6900000000000001,2.5988022034362945,5.566888389203387,26.68190514366235
70,0.7000000000000001,2.895610822013004,5.545474183481237,26.115060091286146
71,0.71,3.160597158159827,5.544599965631585,25.57923383944067
72,0.72,3.398997438907003,5.565664632451602,25.072363406000665
73,0.73,3.615664158261463,5.609518278977628,24.592943846822497
74,0.74,3.8150495703330796,5.676610804370132,24.13995335277135
75,0.75,4.001205693736785,5.767107389356184,23.712786779465716
76,0.76,4.177795863298725,5.880976534945276,23.3111996279068
77,0.77,4.34811393046338,6.018055277579468,22.935262832227796
78,0.78,4.515108065174989,6.178095267136933,22.585327723235807
79,0.79,4.681406785371183,6.360792619136538,22.261999994963546
80,0.8,4.849345368747719,6.565803814525547,21.966121239040167
81,0.81,5.020991213325502,6.79274939663075,21.69875650919985
82,0.8200000000000001,5.198167031656027,7.0412067846677635,21.461186352635906
83,0.8300000000000001,5.382471006957201,7.310693172099791,21.254901739610276
84,0.84,5.57529322347146,7.600639198635045,21.081600300283206
85,0.85,5.777827820987818,7.910353876279674,20.943182214457668
86,0.86,5.991080426517004,8.23898111880636,20.84174398240774
87,0.87,6.21587049574594,8.585448182768241,20.779568128030103
88,0.88,6.45282826444817,8.948406395335772,20.75910665180288
89,0.89,6.70238607753693,9.326164743953425,20.782955771517386
90,0.9,6.96476394417858,9.716617264093392,20.853819184977148
91,0.91,7.239949276170061,10.117165716242976,20.974456795847832
92,0.92,7.527670920177353,10.524639823436576,21.147615614000614
93,0.93,7.827367810503275,10.93521837196586,21.375939449069506
94,0.9400000000000001,8.138152866649534,11.34435577155798,21.661854159949815
95,0.9500000000000001,8.458773157140378,11.746720211216873,22.007425730110455
96,0.96,8.787567862548027,12.136151272867822,22.414189460044973
97,0.97,9.122426203580007,12.505646652011052,22.882950270115188
98,0.98,9.460748248423112,12.847389270900173,23.413556650022297
99,0.99,9.799412350670819,13.152827237089106,24.00465429476982
100,1.0,10.134753839312648,13.412819365208538,24.653429956976332
101,1.01,10.462560391902237,13.61785780747708,25.355361383699172
102,1.02,10.77809013345972,13.758376141780351,26.103995010657858
103,1.03,11.076118734291784,13.825145507048736,26.89077865850182
104,1.04,11.35102141156748,13.80975272478869,27.704980759157763
105,1.05,11.5968945428896,13.70514289473705,28.53372926092218
106,1.06,11.807719378074346,13.50619544625599,29.362200782419237
107,1.07,11.97756698489251,13.210288646039434,30.173982418502888
108,1.08,12.100839151007202,12.81779555916307,30.951614058819835
109,1.09,12.17253479182279,12.332447533955136,31.67729850723724
110,1.1,12.188526066036024,11.761502618422952,32.33374201379823
111,1.11,12.145823721274716,11.11566831725217,32.90506270583427
112,1.12,12.042808180872463,10.408751364411032,33.377683846267054
113,1.1300000000000001,11.87940249922632,9.657039700587216,33.74111823787323
114,1.1400000000000001,11.65716621936241,8.878458760147893,33.988553700406115
115,1.1500000000000001,11.379295473440958,8.091578513554294,34.11716896378327
116,1.16,11.050523777452291,7.314571997420226,34.12814241893852
117,1.17,10.676928599449084,6.564234442325082,34.02635713889395
118,1.18,10.265659183736684,5.855162249034322,33.819846239697604
119,1.19,9.824609490266448,5.1991650465591075,33.519054674446345
120,1.2,9.362065045895715,4.6049478267748665,33.13601087903997
121,1.21,8.88635332398363,4.078061669247115,32.6835021331378
122,1.22,8.40552415850998,3.6210885050677093,32.17433304495337
123,1.23,7.927080593165753,3.2340030474668113,31.620722299515776
124,1.24,7.457772838595859,2.914645442254803,31.033865066153485
125,1.25,7.003460098961753,2.659240222969012,30.42366296718991
126,1.26,6.569038111362479,2.4629075518988643,29.798604116016023
127,1.27,6.158425055416117,2.320127486526249,29.165764008654122
128,1.28,5.774595298527131,2.2251335088650075,28.53089361420451
129,1.29,5.419649119560918,2.172225216090323,27.898562239481258
130,1.3,5.094906729213859,2.156000534624276,27.272327564560477
131,1.31,4.801016109754901,2.171514761157876,26.654911712492655
132,1.32,4.538065974895199,2.2143775189199513,26.04836884033508
133,1.33,4.305697129297674,2.280800053342958,25.454235584001314
134,1.34,4.103207421702202,2.367604958187866,24.873660310849754
135,1.35,3.9296471753507687,2.472209110758822,24.30751044492138
136,1.36,3.783903368891574,2.592588831152503,23.756459261879844
137,1.37,3.664771915117667,2.7272344237909927,23.221054737686533
138,1.3800000000000001,3.5710181659849995,2.875099523365193,22.701773532570737
139,1.3900000000000001,3.501426301723019,3.0355491577584655,22.199063231305036
140,1.4000000000000001,3.4548385873265635,3.2083091919462876,21.713375728415055
141,1.41,3.430185647788536,3.393418821201779,21.245194279621426
142,1.42,3.42650896512986,3.591187009346186,20.795056330872406
143,1.43,3.4429767695514926,3.8021531800079376,20.3635738402123
144,1.44,3.478894410597137,4.027052026913302,19.951452455203743
145,1.45,3.5337101722287536,4.26678197731434,19.559510610941103
146,1.46,3.607017352737312,4.522376589668259,19.188699370075188
147,1.47,3.698553276430407,4.794977966494816,18.84012362855198
148,1.48,3.808195745436848,5.0858110944830335,18.5150651464745
149,1.49,3.935957280341466,5.3961578690876175,18.215007717622907
150,1.5,4.081977339216081,5.727329406515813,17.94166464699337
151,1.51,4.246512545946055,6.080635082262745,17.697008544923115
152,1.52,4.429924799577724,6.457346556187708,17.483303248699983
153,1.53,4.632666975238722,6.8586548481080545,17.303137425221887
154,1.54,4.855265762525655,7.28561831951539,17.159459065309882
155,1.55,5.098301018224629,7.739099208794824,17.055609622090678
156,1.56,5.362380837281648,8.219686182782304,16.995355939264993
157,1.57,5.648111371831714,8.727600245278389,16.982917324301464
158,1.58,5.956060259176382,9.262581342275835,17.02298411092834
159,1.59,6.286712367486327,9.82375320986555,17.12072279427143
160,1.6,6.640416451724249,10.409464543352554,17.281761294420143
161,1.61,7.01732126088708,11.01710558425943,17.512146122642125
162,1.62,7.417299693224315,11.642900928363439,17.818261251870283
163,1.6300000000000001,7.839859816738228,12.28168199600973,18.206696473328986
164,1.6400000000000001,8.284042034665378,12.926646443968322,18.684051218998288
165,1.6500000000000001,8.748302475595672,13.569117092474716,19.256658678249245
166,1.6600000000000001,9.230383937283577,14.19831986685047,19.93021518668004
167,1.67,9.727177530240265,14.801208789364,20.709302218055814
168,1.68,10.23458065615264,15.36237581791336,21.59679401447062
169,1.69,10.747360172328712,15.864093340902825,22.593154251203703
170,1.7,11.259033489186123,16.28654559407918,23.695641387259514
171,1.71,11.76178469967543,16.608309315841506,24.897465239601534
172,1.72,12.246437161292038,16.80713968143375,26.186966417197574
173,1.73,12.70250741330621,16.86110030305043,27.546923112436335
174,1.74,13.118366702280632,16.75004142525068,28.954121012064675
175,1.75,13.481534174577636,16.457375917852016,30.379342975357915
176,1.76,13.779118348905074,15.972030222320205,31.78793392128563
177,1.77,13.998409536246587,15.290366022104735,33.14106063044107
178,1.78,14.127605184832403,14.417795640327807,34.39770706899462
179,1.79,14.156624230381944,13.369774888334856,35.517324124909585
180,1.8,14.077939296177234,12.17187781090821,36.462904272968196
181,1.81,13.887333147650333,10.858756506557077,37.2041097284469
182,1.82,13.584475483541008,9.47196356022679,37.71999182744606
183,1.83,13.173224291209586,8.056834017822922,38.00084194636311
184,1.84,12.661585263870919,6.65883233704091,38.048830977065045
185,1.85,12.061309971187917,5.319902711487137,37.877309218275954
186,1.86,11.387169245217839,4.075370802743285,37.50889759532002
187,1.87,10.655989400970384,2.9518228321823115,36.97272969679006
188,1.8800000000000001,9.885572744091577,1.9661714783928173,36.30133616634176
189,1.8900000000000001,9.0936326175217,1.125875138153591,35.52766784700942
190,1.9000000000000001,8.29685686958489,0.43007792809771306,34.68264631988487
191,1.9100000000000001,7.510178975436172,-0.12867245144469353,33.793458701476546
192,1.92,6.746293832748085,-0.5624848442791156,32.88263627137493
193,1.93,6.015415965045365,-0.8862569854876123,31.967819090445186
194,1.94,5.325248669992067,-1.1160752386634938,31.06203187050363
195,1.95,4.6811162791265115,-1.2679752977355867,30.174277238820494
196,1.96,4.086207121440301,-1.3570759905379994,29.310274447707677
197,1.97,3.541878810242471,-1.3970457584252631,28.47321419333342
198,1.98,3.0479863533756975,-1.3998359740817468,27.66444681382414
199,1.99,2.603204120629953,-1.3756099990179718,26.884061422662505
200,2.0,2.2053227086651606,-1.332803739998843,26.131343181879938
201,2.0100000000000002,1.8515100637987603,-1.278265789441833,25.40511474015634
202,2.02,1.538532478474701,-1.2174385698173786,24.70397779401856
203,2.0300000000000002,1.2629353736454931,-1.1545538119824421,24.026474365042613
204,2.04,1.0211864550826997,-1.092825213037869,23.37118711347551
205,2.05,0.8097852882706428,-1.0346281506791797,22.736795674062893
206,2.06,0.6253439443756605,-0.9816612148493251,22.122102856202044
207,2.07,0.464643428453162,-0.9350875288554614,21.526041354408644
208,2.08,0.3246703327222996,-0.8956558301593912,20.947668762204636
209,2.09,0.20263771643413053,-0.8638024445633684,20.386156333115352
210,2.1,0.09599370033438064,-0.839735901178295,19.840775108017443
211,2.11,0.002420740183113071,-0.8235062002740942,19.310881678239067
212,2.12,-0.08017195386260767,-0.8150607972925801,18.795904898540524
213,2.13,-0.15366083820560492,-0.8142892921978669,18.295334218079134
214,2.14,-0.21972368360483113,-0.8210586700614404,17.808709882682166
215,2.15,-0.27985718225049205,-0.8352407614134518,17.335615012831724
216,2.16,-0.335395540166788,-0.856733401128751,16.875669427082777
217,2.17,-0.3875293262629843,-0.8854765757324383,16.428525021312407
218,2.18,-0.43732405120992973,-0.9214646689987118,15.993862502152227
219,2.19,-0.4857381129888079,-0.9647557492081471,15.571389288715768
220,2.2,-0.5336398766107419,-1.0154786908557825,15.160838427387835
221,2.21,-0.5818237580352459,-1.0738387899211659,14.761968401890384
222,2.22,-0.6310252612238378,-1.140122414955969,14.374563760376066
223,2.23,-0.6819349765970509,-1.2147011354303836,13.998436520546619
224,2.24,-0.7352115924803841,-1.2980356827129114,13.63342835190233
225,2.25,-0.7914940015036369,-1.3906800260845964,13.279413571332105
226,2.2600000000000002,-0.8514126039617329,-1.4932857843928153,12.93630302508315
227,2.27,-0.9155999220048412,-1.6066071412159315,12.604048967795755
228,2.2800000000000002,-0.9847006439259502,-1.7315063854465378,12.282651089053099
229,2.29,-1.0593812180780091,-1.8689601575262549,11.97216388120546
230,2.3000000000000003,-1.1403391120228337,-2.020066441457825,11.672705590588842
231,2.31,-1.2283118449663328,-2.1860523011288797,11.384469049227265
232,2.32,-1.3240858905825874,-2.3682823128899795,11.107734747266463
233,2.33,-1.4285055328133267,-2.5682675905723094,10.842886579293497
234,2.34,-1.5424817385892249,-2.7876752291524367,10.59043078180778
235,2.35,-1.667001087645546,-3.028337902818578,10.351018675633759
236,2.36,-1.8031347691628494,-3.292263234425937,10.12547393672776
237,2.37,-1.9520476156891582,-3.581642396351615,9.91482524148732
238,2.38,-2.1150070937554037,-3.8988571950548634,9.720345266714817
239,2.39,-2.2933921038853495,-4.246484617427292,9.543597165853226
240,2.4,-2.488701355239544,-4.627297456512613,9.386489784339258
241,2.41,-2.7025609653668505,-5.044259162942287,9.251343004601406
242,2.42,-2.9367307851243942,-5.5005104568010275,9.14096470360832
243,2.43,-3.1931087522920576,-5.999344447559627,9.058740828769293
244,2.44,-3.4737323218188148,-6.544166007474921,9.008739999303954
245,2.45,-3.7807756903844254,-7.1384298843649985,8.995833742450984
246,2.46,-4.116541109782482,-7.785550483547001,9.0258328643955
247,2.47,-4.483442047158935,-8.488774369087528,9.105639374289701
248,2.48,-4.883975279351794,-9.25100433423159,9.243411603660764
249,2.49,-5.320678184839773,-10.07456143141625,9.448737392338778
250,2.5,-5.796066509497421,-10.960868799680256,9.732806054176056
251,2.5100000000000002,-6.312546738515705,-11.910038822202296,10.108563805046247
252,2.52,-6.872295946884364,-12.920343705978445,10.590828870805232
253,2.5300000000000002,-7.4771007227937725,-13.987550030816475,11.196331024413245
254,2.54,-8.128145653596043,-15.10410178493778,11.943625401550879
255,2.5500000000000003,-8.825741266730217,-16.258146281137343,12.852812116923332
256,2.56,-9.56898176817093,-17.432416430071825,13.944972386011745
257,2.57,-10.35532523436102,-18.60301529566503,15.241211205663305
258,2.58,-11.180094240491421,-19.738199218327154,16.76118164410966
259,2.59,-12.035904738274994,-20.79732770985007,18.520966074251653
260,2.6,-12.9120470354325,-21.73024192616341,20.530220196869365
261,2.61,-13.793866524505592,-22.477440988525238,22.788566716705674
262,2.62,-14.662223970907556,-22.971524729751266,25.28137981234187
263,2.63,-15.493154046791927,-23.140419663286494,27.9753460894213
264,2.64,-16.257880608441383,-22.912835134998144,30.814517725877174
265,2.65,-16.92337606109706,-22.226125852071632,33.71793863344412
266,2.66,-17.453651040194515,-21.036196335670414,36.58020446497774
267,2.67,-17.811905569742105,-19.328275426461307,39.276316646469766
268,2.68,-17.963542555414026,-17.126465799382387,41.67168236978486
269,2.69,-17.87983487981086,-14.499282660851224,43.636957478701085
270,2.7,-17.541779657914898,-11.55842765682472,45.065753077786304
271,2.71,-16.94344445780588,-8.44920657838737,45.89155357385836
272,2.72,-16.09402066986403,-5.333269070178222,46.09936543562315
273,2.73,-15.01794550989545,-2.367020765153024,45.72838645054048
274,2.74,-13.752853035421207,0.31908885942436305,44.86444070057799
275,2.75,-12.34565884593665,2.6352397156263687,43.6241717933402
276,2.7600000000000002,-10.84756898978035,4.537794265578949,42.13552284045394
277,2.77,-9.30903266424442,6.025776915107559,40.519668534468856
278,2.7800000000000002,-7.775551706309222,7.13097917928532,38.87820249891449
279,2.79,-6.284898617749768,7.905509647512584,37.286977459025294
280,2.8000000000000003,-4.865857791223533,8.410131668990472,35.79580479355536
281,2.81,-3.5382588452021326,8.705363127236359,34.43202495199282
282,2.82,-2.313896647958283,8.84589118775349,33.20581933908328
283,2.83,-1.197917864387106,8.877889555061767,32.11564604369892
284,2.84,-0.1903371224422188,8.83841271870356,31.15287899090631
285,2.85,0.7125378616723592,8.7560296906619,30.30531277071046
286,2.86,1.5168870445713134,8.652043167434002,29.55956112355009
287,2.87,2.2304026568575823,8.54186595512436,28.902547882152945
288,2.88,2.86154898668426,8.436316843630165,28.322331277170505
289,2.89,3.4190257723788506,8.342730007798224,27.808478448931666
290,2.9,3.911396195920788,8.265850878910928,27.352159112713426
291,2.91,4.346841664219802,8.208531993942765,26.946078379879275
292,2.92,4.733010697192099,8.172258978094966,26.58432817848268
293,2.93,5.076935525282385,8.157540287063565,26.262206652025284
294,2.94,5.384996001460503,8.164191532032252,25.976034202127764
295,2.95,5.662915554517678,8.191540093998277,25.722981344289202
296,2.96,5.915778008465738,8.238570336691811,25.500915173245737
297,2.97,6.148057241288345,8.304024943918925,25.308266300815845
298,2.98,6.363654011551404,8.386474023088626,25.143915406343755
299,2.99,6.565936012705126,8.484360624675247,25.007097186105916
300,3.0,6.757778473902138,8.596029102111231,24.89731895084642
301,3.0100000000000002,6.941603536723047,8.71974112314366,24.81429104976335
302,3.02,7.119417295365109,8.853682997071553,24.757866479966896
303,3.0300000000000002,7.292843865535753,8.995967181664904,24.727987345738093
304,3.04,7.463156197148668,9.144630283984148,24.724636190605402
305,3.0500000000000003,7.6313036058322155,9.297629498264303,24.747790600601423
306,3.06,7.797936195075424,9.452839176447178,24.79737985307668
307,3.0700000000000003,7.9634264932126,9.608049060310417,24.873242757930413
308,3.08,8.12788874992238,9.760965584300726,24.975086208735227
309,3.09,8.291196433360215,9.909217556192779,25.102444333445796
310,3.1,8.45299854564347,10.05036741271082,25.254638510480202
311,3.11,8.612735432350206,10.181929105365477,25.430738894762335
312,3.12,8.769654799651732,10.301393475872219,25.629528473323262
313,3.13,8.92282866727378,10.406261711127081,25.849471028089148
314,3.14,9.07117197165911,10.4940871096195,26.088684703825418
315,3.15,9.213463485455149,10.562524935959926,26.344923133626036
316,3.16,9.348369630505626,10.609389589339907,26.61556622817944
317,3.17,9.474471626389054,10.632717679725845,26.897622749779863
318,3.18,9.590296231722732,10.630834922716462,27.187746629465412
319,3.19,9.694350100822104,10.602424077875716,27.482268613673607
320,3.2,9.785157498527466,10.54659053026928,27.77724422659211
321,3.21,9.861300801701647,10.462921628231612,28.068518207994618
322,3.22,9.921462884354643,10.35153562535501,28.351804563520982
323,3.23,9.964470158454679,10.21311610990626,28.622780206857435
324,3.24,9.989334753599838,10.048928200942125,28.87718897502784
325,3.25,9.995294098334067,9.860813575795502,29.110951679501436
326,3.2600000000000002,9.98184604608021,9.651162552380997,29.320276952103946
327,3.27,9.94877769671029,9.42286291411629,29.501767087683458
328,3.2800000000000002,9.89618621845089,9.17922681589914,29.65251298266975
329,3.29,9.824490278195714,8.923898785691073,29.77017268224725
330,3.3000000000000003,9.73443112894525,8.660749354759504,29.8530289793569
331,3.31,9.627062951526675,8.393760031417015,29.900022887763683
332,3.3200000000000003,9.503732659515709,8.12690603160442,29.910761506314586
333,3.33,9.36604999672458,7.864043305967303,29.88550062221327
334,3.34,9.215849327648852,7.608805941942582,29.82510416675522
335,3.35,9.055144989078226,7.364519032442354,29.73098414688437
336,3.36,8.88608239341464,7.134130717879592,29.60502577910337
337,3.37,8.710887225861136,6.920165497534125,29.44950315863863
338,3.38,8.531815053028435,6.7246992570744775,29.266990886741418
339,3.39,8.351103473433039,6.54935494530823,29.060276699914287
340,3.4,8.170928620620558,6.395316591540604,28.832279396241667
341,3.41,7.993367417712562,6.26335847023416,28.585975366099376
342,3.42,7.820366522964722,6.153885721542209,28.324335944884297
343,3.43,7.653718442822471,6.066982604671114,28.050276738516374
344,3.44,7.495044859007335,6.002464738616126,27.76661912535915
345,3.45,7.345786846968214,5.959932092476641,27.47606337348828
346,3.46,7.207201371519057,5.938820039348621,27.181172257932644
347,3.47,7.080363238302013,5.938446403211792,26.88436371704909
348,3.48,6.966171554792991,5.958053040430889,26.58791092732039
349,3.49,6.865359703356781,5.996841057335928,26.29394816538049
350,3.5,6.778507838754695,6.053999241934916,26.00448092372837
351,3.5100000000000002,6.706056979072717,6.128725666524485,25.72139891226832
352,3.52,6.648323847817894,6.220242697128297,25.446490776562683
353,3.5300000000000002,6.605515732748934,6.327805832815026,25.18145956781301
354,3.54,6.577744742755543,6.450706906168877,24.927938189162397
355,3.5500000000000003,6.565040959096876,6.588272221363759,24.687504205175824
356,3.56,6.567364085323565,6.7398562048486905,24.4616935295338
357,3.5700000000000003,6.584613297276078,6.904831111170281,24.25201259787925
358,3.58,6.616635078665498,7.082573276918853,24.05994868943638
359,3.59,6.663228898490833,7.272446361281837,23.886978085630876
360,3.6,6.724150644769933,7.473781962468523,23.734571750919564
361,3.61,6.799113776539793,7.685857963956579,23.604198195579734
362,3.62,6.8877881952814715,7.907874950390736,23.497323138036926
363,3.63,6.989796870792398,8.138931046256792,23.415405531686574
364,3.64,7.104710288338838,8.377995576478916,23.359889465095474
365,3.65,7.232038817152846,8.623882031277784,23.332191393038265
366,3.66,7.37122313856534,8.87522094133088,23.333682118604724
367,3.67,7.521622918841894,9.130433435309993,23.36566293506811
368,3.68,7.682503970488704,9.387706459769195,23.429335363992838
369,3.69,7.853024219416754,9.644970887310476,23.52576400912929
370,3.7,8.032218886206126,9.89988401443431,23.655832201955363
371,3.71,8.218985399028945,10.149818240612992,23.820190363423112
372,3.72,8.41206868318735,10.391858001944321,24.01919736628912
373,3.73,8.610047615063047,10.622807273614768,24.252855669104267
374,3.74,8.81132358091822,10.839210111973879,24.5207416155761
375,3.75,9.014112234023786,11.037386725321957,24.821933049075696
376,3.7600000000000002,9.216439683153602,11.213487379897472,25.154937261557443
377,3.77,9.41614445282799,11.363565997334934,25.51762323532887
378,3.7800000000000002,9.610886607278683,11.483674519386456,25.907163071688267
379,3.79,9.798165398489461,11.569977958247886,26.31998832618377
380,3.8000000000000003,9.975346654465303,11.618888501179853,26.75176754773677
381,3.81,10.139700839136758,11.627215130334845,27.19741148518562
382,3.8200000000000003,10.288452268256567,11.592323053402945,27.6511120090528
383,3.83,10.418839346771204,11.512294997287198,28.106419646276187
384,3.84,10.528184911822803,11.386084355335408,28.55636264326922
385,3.85,10.613974856174064,11.213648623918365,28.99360765459455
386,3.86,10.673942232948495,10.996050871051494,29.410658629207763
387,3.87,10.706153096758795,10.73551747515524,29.800086516977224
388,3.88,10.709089534598439,10.435442282021992,30.154778479810577
389,3.89,10.681724809340794,10.100330702526598,30.468191910995372
390,3.9,10.623585398659374,9.735681927802396,30.734596323846077
391,3.91,10.534795051573676,9.347812932751985,30.94928557228545
392,3.92,10.416096839691507,8.94363361289856,31.10874422462776
393,3.93,10.268850517012213,8.53038746783403,31.210755250077735
394,3.94,10.095004212094395,8.115375936058086,31.254441181002814
395,3.95,9.897041384490764,7.705686202395137,31.240236958748433
396,3.96,9.677905866281202,7.307941747608289,31.16979892559185
397,3.97,9.44090945441391,6.928092173963034,31.04586001067226
398,3.98,9.189627726368823,6.571254366507634,30.872045319449853
399,3.99,8.927790390382704,6.241611549852515,30.652664590832664
400,4.0,8.659172506329686,5.9423710999245465,30.392498197896543
401,4.01,8.387492365689171,5.67577684275861,30.096591743794715
402,4.0200000000000005,8.116320813396115,5.443167601880573,29.77007131334012
403,4.03,7.849005492244561,5.245071259445189,29.41798768996385
404,4.04,7.588612068964624,5.081322615186123,29.045193949457477
405,4.05,7.337883123586773,4.951193674841643,28.656257305377654
406,4.0600000000000005,7.09921417871226,4.853526344034615,28.255403248983217
407,4.07,6.874645395244495,4.78685945692956,27.84648805939357
408,4.08,6.665866801413001,4.749544263916315,27.43299465770904
409,4.09,6.4742345476633325,4.739844642151163,27.01804642781028
410,4.1,6.3007955571121155,4.756020173142373,26.60443384906306
411,4.11,6.146318018715141,4.796391741445745,26.194649387519423
412,4.12,6.011325390988202,4.859390414027165,25.79092689370488
413,4.13,5.8961318932920985,4.943591082431103,25.395282613011748
414,4.14,5.800877812205999,5.047732744191131,25.009555727149934
415,4.15,5.7255633054045125,5.170727435059364,24.635447049869843
416,4.16,5.670079718369998,5.311659769812327,24.27455506785089
417,4.17,5.6342377235142305,5.469778869631034,23.928408942691814
418,4.18,5.61779183812591,5.644484200232813,23.598498382018928
419,4.19,5.620461074336601,5.835306556880405,23.28630046453674
420,4.2,5.641945622590981,6.041885138863499,22.99330358574677
421,4.21,5.681939574218233,6.263941376655244,22.721028697574273
422,4.22,5.740139754461934,6.501249922432843,22.471047962958295
423,4.23,5.816250771259025,6.753606997091878,22.245000848613902
424,4.24,5.90998639384231,7.020796109649403,22.044607545040357
425,4.25,6.021067365423019,7.3025510323409355,21.87167943865897
426,4.26,6.149215732114811,7.5985158313849395,21.728126170679705
427,4.2700000000000005,6.294145742041824,7.908201725282045,21.61595860370567
428,4.28,6.4555513403658455,8.230940577744272,21.537286783104104
429,4.29,6.633090264103688,8.565834941664153,21.49431173034595
430,4.3,6.826364731859735,8.91170476747487,21.489309647758105
431,4.3100000000000005,7.034898735421248,9.267031189806156,21.524606861738924
432,4.32,7.25811198085974,9.629898227905176,21.602543605408652
433,4.33,7.495290605564283,9.997933794672237,21.725424572955273
434,4.34,7.745554924475078,10.368252119247844,21.89545411013907
435,4.3500000000000005,8.007824643952354,10.73740055284433,22.114653996473088
436,4.36,8.280782234841551,11.101314734968179,22.384762097491016
437,4.37,8.562835484854213,11.45528721029355,22.707110806631682
438,4.38,8.852080657398147,11.793955732214371,23.082485249923153
439,4.39,9.14626816487977,12.111318546908482,23.51096278403865
440,4.4,9.442773203082641,12.400784743232474,23.991737449067355
441,4.41,9.738574357097624,12.655268037868815,24.522935762464808
442,4.42,10.030243725174744,12.867331843706541,25.101433496756943
443,4.43,10.313952537027923,13.02939181008103,25.722686681694213
