,t,x,y,z
0,0.0,5.0,-8.0,10.0
1,0.010002000400080016,3.8067274793030843,-7.121994371787657,9.409636658522112
2,0.020004000800160033,2.8011945159082203,-6.435041433448818,8.942000056054603
3,0.03000600120024005,1.9483448361912281,-5.918533317982923,8.562664074556395
4,0.040008001600320066,1.218385374513871,-5.5528740214865016,8.248249816794317
5,0.05001000200040008,0.5861219585305991,-5.320696575518671,7.9831835681244145
6,0.0600120024004801,0.03028370702827913,-5.207304714267892,7.757388575606918
7,0.07001400280056011,-0.46710861259477665,-5.200710124917015,7.5646875288511035
8,0.08001600320064013,-0.9213069460707775,-5.29147368414562,7.401724328837453
9,0.09001800360072015,-1.3453267550356207,-5.472461230153881,7.2672591186677895
10,0.10002000400080016,-1.7503661572576623,-5.738570476098605,7.16172935515853
11,0.11002200440088018,-2.1461588859094416,-6.086454191981561,7.08700139624197
12,0.1200240048009602,-2.541267463683895,-6.514246972368925,7.046260464840641
13,0.1300260052010402,-2.9433225651402886,-7.0212922725482425,7.044003038338538
14,0.14002800560112022,-3.3592131866632133,-7.607859428015016,7.0861074721236985
15,0.15003000600120026,-3.795230735420288,-8.274835300365822,7.1799640785464245
16,0.16003200640128026,-4.2571680092024815,-9.023370593891604,7.334649557351679
17,0.17003400680136027,-4.750371979499958,-9.854456835735387,7.561129333370224
18,0.1800360072014403,-5.279746771712681,-10.768405882918874,7.872466625849082
19,0.19003800760152031,-5.849700873376293,-11.764201152918012,8.2840080261796
20,0.20004000800160032,-6.464030143135451,-12.838689176185829,8.81350125784385
21,0.21004200840168036,-7.125726145560941,-13.985584199012674,9.481081190914876
22,0.22004400880176037,-7.836698246116447,-15.194271958168653,10.309033582291834
23,0.23004600920184037,-8.597398987135989,-16.448423811438076,11.321220529520668
24,0.2400480096019204,-9.406346118534792,-17.724481165631644,12.542017696627184
25,0.2500500100020004,-10.259544604223827,-18.99014198461589,13.994601126250856
26,0.2600520104020804,-11.149828726455649,-20.203085455290474,15.69842835128466
27,0.27005401080216046,-12.066171168228465,-21.310300532444675,17.66582120469917
28,0.28005601120224044,-12.993042870810072,-22.248516924230042,19.89770206995861
29,0.2900580116023205,-13.90995208710121,-22.94632563034473,22.378786955544115
30,0.3000600120024005,-14.7913333505595,-23.328541859897765,25.07288940834885
31,0.3100620124024805,-15.606985197084269,-23.323114810900762,27.919401838577663
32,0.3200640128025605,-16.32324004735369,-22.8703405194231,30.832331950896418
33,0.33006601320264056,-16.904972046034793,-21.93332034289918,33.70328446665666
34,0.34006801360272054,-17.31839337765933,-20.50770542693057,36.409266768413964
35,0.3500700140028006,-17.53437443203956,-18.6281654916943,38.82507173465233
36,0.3600720144028806,-17.531804187737524,-16.369155952804704,40.838483539073295
37,0.3700740148029606,-17.300368716519074,-13.838697391563592,42.365198446844346
38,0.38007601520304063,-16.84215183679813,-11.165783366904572,43.359883592438734
39,0.39007801560312066,-16.171676000823638,-8.484036284109655,43.82058274819199
40,0.40008001600320064,-15.314353498047593,-5.915385946708112,43.78557945693168
41,0.4100820164032807,-14.303681894131762,-3.5573524891419774,43.32401547026667
42,0.4200840168033607,-13.177765873540288,-1.476113568898184,42.52311643556333
43,0.4300860172034407,-11.975808918412689,0.29436141616767336,41.47525896150771
44,0.44008801760352073,-10.735102508529826,1.7483913039555437,40.26740161751793
45,0.45009001800360077,-9.488824749150254,2.901919194294134,38.97414729435592
46,0.46009201840368075,-8.264733185323196,3.785098308199802,37.65449750768724
47,0.4700940188037608,-7.084662811453641,4.435572869143324,36.351569078091444
48,0.4800960192038408,-5.96464452466145,4.893211424632902,35.09424027153465
49,0.4900980196039208,-4.915434040168223,5.196479918854226,33.8997542305158
50,0.5001000200040008,-3.9432624371594542,5.380280880775542,32.7765495279867
51,0.5101020204040808,-3.050663211781178,5.474926515037249,31.726867018438067
52,0.5201040208041608,-2.2372779636954885,5.505891678311849,30.74891539116091
53,0.5301060212042409,-1.50058368257036,5.494044422792756,29.83853799584256
54,0.5401080216043209,-0.8365152277085892,5.456128036689204,28.990416325058177
55,0.550110022004401,-0.23997691119590292,5.40534261517469,28.198887266492452
56,0.5601120224044809,0.2947508297536192,5.351933461990276,27.458461777813163
57,0.5701140228045609,0.7736976477091493,5.30373598667142,26.76412593894987
58,0.580116023204641,1.2029681247695647,5.266654536303693,26.111491692603423
59,0.590118023604721,1.5885710885319198,5.245069087805612,25.496849303032597
60,0.600120024004801,1.9363004885963315,5.242172733954191,24.91715975266625
61,0.6101220244048811,2.2516566611350934,5.260247035878855,24.370013884400574
62,0.620124024804961,2.5397986347872217,5.300883660961749,23.853576266370375
63,0.630126025205041,2.805519803229189,5.365160584037303,23.36652531667739
